0,0,0.421785817063031,0.0803465622400926,0,0,0,0,0,0,-0.049799,1
0,0,0.596054366496088,0.865584371478723,0,0,0,0,0,0,-0.447307,1
0,0,0.32233149631154,0.435374060410848,0,0,0,0,0,0,-0.728041,1
0,0,0.830728820703439,0.172080873523429,0,0,0,0,0,0,-0.514053,1
0,0,0.122685008120538,0.0042964132012645,0,0,0,0,0,0,0.118535,1
0,0,0.251180701963122,0.652496830492259,0,0,0,0,0,0,0.138769,1
0,0,0.937607516890418,0.369689625970097,0,0,0,0,0,0,-0.540839,1
0,0,0.655208209015462,0.376099195620655,0,0,0,0,0,0,0.401375,1
0,0,0.752910869021947,0.441342460352586,0,0,0,0,0,0,0.62254,1
0,0,0.810858531249274,0.516123848264546,0,0,0,0,0,0,0.198963,1
0,0,0.0484267181861879,0.30011461607604,0,0,0,0,0,0,-1.027272,1
0.304889,0,0.414709137697206,0.478321805972902,0,0.358019,0,0,0,0,0.851599,1
1.451165,0,0.725489055407353,0.00624688582989652,0,0.569864,0,0,0.358019,0,2.54651,1
0.098624,0,0.139044011035605,0.171435895803303,0,0.204148,0,0,0.927884,0,0.483099,1
-0.000149,0,0.632557259152003,0.303557434684266,0,0.002399,0,0,1.132032,0,-0.061976,1
0.038965,0,0.246833457405577,0.744464561687132,0,-0.053753,0,0,1.134431,0,-0.724892,1
0.126501,0,0.839972273220783,0.58089334220114,0,-0.045654,0,0,1.080678,0,-2.770893,1
0.003082,0,0.836670823291279,0.701207183127599,0,-0.023287,0,0,1.035024,0,-0.132356,1
0.006734,0,0.453072418339775,0.804664425130936,0,-0.008617,0,0,1.011737,0,-0.781404,1
0.001092,0,0.394758736326736,0.851985238947533,0,-0.002512,0,0,1.00312,0,-0.434782,1
-0.00018,0,0.961595301654415,0.117720955924319,0,-0.000608,0,0,1.000608,0,0.295481,1
0,0,0.00817830248062723,0.657263655856109,0,0,0,0,1,0,0.74464,1
0,0,0.398438689641481,0.752951472185895,0,0,0,0,1,0,0.259341,1
0,0,0.487772273911447,0.70212878991997,0,0,0,0,1,0,0.126267,1
0,0,0.618136762922027,0.60511845372825,0,0,0,0,1,0,0.123675,1
0,0,0.0700099940684277,0.0382666254153522,0,0,0,0,1,0,0.682641,1
