0,0,0.907798941071005,0.733567439827716,0,0,0,0,0,0,-0.049799,1
0,0,0.97457393538529,0.22999623088413,0,0,0,0,0,0,-0.447307,1
0,0,0.119863491132223,0.021871875699117,0,0,0,0,0,0,-0.728041,1
0,0,0.518969763416861,0.13898888969974,0,0,0,0,0,0,-0.514053,1
0,0,0.821974811688185,0.769507446909155,0,0,0,0,0,0,0.118535,1
0,0,0.637022798742926,0.969765180908154,0,0,0,0,0,0,0.138769,1
0,0,0.953910376899607,0.386794416028229,0,0,0,0,0,0,-0.540839,1
0,0,0.946926373226851,0.993427789797032,0,0,0,0,0,0,0.401375,1
0,0,0.966605245331986,0.32639346768068,0,0,0,0,0,0,0.62254,1
0,0,0.0673441884719516,0.137161036188198,0,0,0,0,0,0,0.198963,1
0,0,0.437534793660125,0.384753630015334,0,0,0,0,0,0,-1.027272,1
0.304889,0,0.320839942810518,0.562635832519233,0,0.358019,0,0,0,0,0.851599,1
1.451165,0,0.13405205840044,0.633835426779715,0,0.569864,0,0,0.358019,0,2.54651,1
0.098624,0,0.1345851502257,0.541606384905119,0,0.204148,0,0,0.927884,0,0.483099,1
-0.000149,0,0.805947660318698,0.314993424436676,0,0.002399,0,0,1.132032,0,-0.061976,1
0.038965,0,0.524764264394895,0.15932672340166,0,-0.053753,0,0,1.134431,0,-0.724892,1
0.126501,0,0.944256970581438,0.152616233605404,0,-0.045654,0,0,1.080678,0,-2.770893,1
0.003082,0,0.988340076638724,0.136950773617248,0,-0.023287,0,0,1.035024,0,-0.132356,1
0.006734,0,0.409894179847122,0.709803116359699,0,-0.008617,0,0,1.011737,0,-0.781404,1
0.001092,0,0.371187877142478,0.464864466073703,0,-0.002512,0,0,1.00312,0,-0.434782,1
-0.00018,0,0.226854092445029,0.113271183329894,0,-0.000608,0,0,1.000608,0,0.295481,1
0,0,0.446030958823852,0.700878852298407,0,0,0,0,1,0,0.74464,1
0,0,0.266221437567159,0.179986137481548,0,0,0,0,1,0,0.259341,1
0,0,0.459096393967459,0.803668080429507,0,0,0,0,1,0,0.126267,1
0,0,0.432905328118769,0.513956104801505,0,0,0,0,1,0,0.123675,1
0,0,0.259623434291208,0.548438361778913,0,0,0,0,1,0,0.682641,1
0,0.469808,0.133714508366169,0.207844759450221,0,0,0.358019,0,0.641981,0,1.312242,1
0,1.092734,0.419228418590875,0.78458887459606,0,0,0.927884,0,0.072116,0,1.177663,1
0,0.866675,0.506860511242541,0.526489632720483,0,0,1.132032,0,-0.132032,0,0.765592,1
0,0.435424,0.3243245550001,0.571023363557369,0,0,1.134431,0,-0.134431,0,0.383826,1
0,0.511992,0.684688800419701,0.42204075873948,0,0,1.080678,0,-0.080678,0,0.473769,1
0,2.460224,0.443093511026668,0.721156309917713,0,0,1.035024,0,-0.035024,0,2.376972,1
0,0.852413,0.435663079837528,0.0731383111712196,0,0,1.011737,0,-0.011737,0,0.842524,1
0,-0.626238,0.793023515561676,0.594861918268641,0,0,0.645101,0,-0.00312,0,-0.970759,1
0,-0.188827,0.815556369684112,0.861977364476974,0,0,0.072724,0,-0.000608,0,-2.596493,1
0,0.414885,0.752112653709533,0.44880106057929,0,0,-0.132032,0,0,0,-3.14231,1
0,0.251065,0.78925594132128,0.65257739045701,0,0,-0.134431,0,0,0,-1.86762,1
0,0.091681,0.501267453084442,0.303473118594698,0,0,-0.080678,0,0,0,-1.136384,1
0,0.018344,0.555181922697123,0.607439950952842,0,0,-0.035024,0,0,0,-0.523753,1
-0.068157,0.002234,0.630749738384446,0.278902309933453,0,0.358019,-0.011737,0,0,0,-0.190374,1
0.481589,-0.002637,0.0979891648463104,0.799562340196158,0,0.569864,-0.00312,0,0.358019,0,0.845094,1
0.150949,-0.000449,0.245676181936889,0.796169117931073,0,0.204148,-0.000608,0,0.927884,0,0.739408,1
0.001677,0,0.615725142289619,0.954086903392649,0,0.002399,0,0,1.132032,0,0.699217,1
-0.032486,0,0.304959957607017,0.444338165332343,0,-0.053753,0,0,1.134431,0,0.604366,1
-0.001839,0,0.766967602751279,0.456882812653057,0,-0.045654,0,0,1.080678,0,0.040283,1
-0.001614,0,0.267229092367089,0.599817138290485,0,-0.023287,0,0,1.035024,0,0.069292,1
-0.000956,0,0.0395063042516288,0.842621831470619,0,-0.008617,0,0,1.011737,0,0.110988,1
-5.1e-05,0,0.296561777532987,0.0312004529517733,0,-0.002512,0,0,1.00312,0,0.020257,1
-0.00044,0,0.556364975093691,0.187270141616205,0,-0.000608,0,0,1.000608,0,0.724915,1
0,0,0.969074471088058,0.943594399351999,0,0,0,0,1,0,0.784761,1
0,0,0.689124711134179,0.947922138757693,0,0,0,0,1,0,2.029494,1
0,0,0.717881398387593,0.452984391203147,0,0,0,0,1,0,1.201926,1
0,0,0.559029119569936,0.810832551157257,0,0,0,0,1,0,-0.876834,1
0,0,0.533354207803659,0.928879200710096,0,0,0,0,1,0,-1.275802,1
0,-0.274553,0.87572400256463,0.672717280988528,0,0,0.358019,0,0.641981,0,-0.766865,1
0,-1.670486,0.393098592724503,0.372332279639825,0,0,0.927884,0,0.072116,0,-1.800318,1
0,-0.074379,0.458066938000918,0.405695690981349,0,0,1.132032,0,-0.132032,0,-0.065704,1
0,-0.710089,0.208245204973289,0.438823921792014,0,0,1.134431,0,-0.134431,0,-0.625943,1
0,-0.122844,0.757273162983819,0.678649200703148,0,0,1.080678,0,-0.080678,0,-0.113673,1
0,1.080408,0.546692028178502,0.465070328743592,0,0,1.035024,0,-0.035024,0,1.043848,1
0,-1.079312,0.357388192967744,0.95326416812625,0,0,1.011737,0,-0.011737,0,-1.066791,1
